strategy_id,coin_regime,trades,episodes,mean_profit_ratio,mean_benchmark_return,benchmark_matched_episodes,excess_return,tier,dollar_gain_usd,benchmark_dollar_gain_usd,max_drawdown,episode_excess_lcb,excess_dollar_gain_usd,lcb_grade,profit_factor,worst_trade,liquidation_rate,forced_exit_rate,total_regime_days,sortino,annualized_return,drawdown_since_peak,sortino_pts,drawdown_pts,annualized_return_pts,liquidation_pts,profit_factor_pts,worst_trade_pts,freqforge_score
ADXDM-downtrend,BEAR,63,33,0.00428582709027,-0.0878483691203,33,0.0921341962106,VALIDATION,141.432293979,-2898.99618097,0.0145643577841,0.0549218707137,3040.42847495,A,1.5692728643,-0.247585717488,0,0,1182,0.144240536189,0.0436741009325,0.123797041164,4.80801787298,80.4811835342,10.9185252331,100,48.4636432149,75.2414282512,50.3305862834
ADXDM-downtrend,BULL,5,5,0.00193982517134,0.0841993344336,5,-0.0822595092622,EXPLORATORY,9.69912585669,420.996672168,5.73720609958e-05,-0.404164841875,-411.297546311,F,34.8113210101,-0.000169042930191,0,0,74,265.953975754,0.0478402829418,0.00014343015249,100,99.9856569848,11.9600707354,100,100,99.983095707,86.7887344272
ADXDM-downtrend,SIDEWAYS,10,7,0.00561047937887,0.0268701116964,7,-0.0212596323175,VALIDATION,39.2733556521,188.090781875,1.79638967726e-05,-0.240217236165,-148.817426223,F,228.107107899,-0.000102011500729,0,0,261,313.825350928,0.0549225088621,8.08375354767e-05,100,99.9919162465,13.7306272155,100,100,99.9897988499,87.0565530289
ADXDM-downtrend,TRANSITION,13,12,0.00858396213706,-0.0569583226446,12,0.0655422847817,VALIDATION,103.007545645,-683.499871736,1.41799592349e-05,0.0299410548801,786.50741738,A,524.783726173,-0.000170159510819,0,0,115,501.046857524,0.326936992699,0.000170159510819,100,99.9829840489,56.3468496349,100,100,99.9829840489,93.4460718624
BB_RPB_TSL_RNG_2-transition,BEAR,3,2,0.00928281831082,-0.0430460159593,2,0.0523288342701,EXPLORATORY,18.5656366217,-86.0920319186,0.00253169290603,-0.0724490110029,104.65766854,F,4.66664467429,-0.00306538381405,0,0,89,28.7604611566,0.0761399704146,0.00253169290603,100,99.7468307094,19.0349926037,100,79.9999175286,99.6934616186,85.7612944826
BB_RPB_TSL_RNG_2-transition,BULL,12,2,0.0238681310473,0.817914911546,2,-0.794046780499,EXPLORATORY,47.7362620945,1635.82982309,0.00588240815638,-1.59478676387,-1588.093561,F,1.9168037401,-0.0331787024856,0,0,127,2.27263212022,0.137194769012,0.0176472244691,75.7544040072,98.2352775531,34.298692253,100,65.8401870051,96.6821297514,79.8944559037
BB_RPB_TSL_RNG_2-transition,SIDEWAYS,12,8,0.023550709631,-0.0954168383978,8,0.118967548029,VALIDATION,188.405677048,-763.334707182,0.00467771583997,0.0789579206631,951.74038423,A,11.2853056725,-0.00467771583997,0,0,240,70.1139860698,0.286533633844,0.00467771583997,100,99.532228416,54.3266816922,100,100,99.532228416,92.9852821994
BB_RPB_TSL_RNG_2-transition,TRANSITION,2,2,0.0123205205723,-0.072769252785,2,0.0850897733573,EXPLORATORY,24.6410411447,-145.53850557,0.00252566242974,-0.45983559476,170.179546715,F,10.7562686345,-0.00252566242974,0,0,13,-100,0.691844616754,0.00252566242974,100,99.747433757,74.5922308377,100,100,99.747433757,96.1004364406
BB_RTR-sideways,BEAR,6,5,0.0156802292257,-0.0981582990526,5,0.113838528278,EXPLORATORY,78.4011461287,-490.791495263,0.00344928944056,-0.0508357228174,569.192641391,F,13.3425586463,-0.00344928944056,0,0,177,118.94518623,0.16167467987,0.00344928944056,100,99.6550710559,40.4186699675,100,100,99.6550710559,90.9420753647
BB_RTR-sideways,BULL,1,1,0.0192562939737,-0.125953810154,1,0.145210104127,EXPLORATORY,19.2562939737,-125.953810154,0,,145.210104127,,inf,0.0192562939737,0,0,9,-100,0.780949700045,0,100,100,79.0474850022,100,100,100,96.8571227503
BB_RTR-sideways,SIDEWAYS,20,11,0.0182850845306,-0.121303017098,11,0.139588101628,VALIDATION,201.135929837,-1334.33318807,0.00193552991595,0.0813929200033,1535.46911791,A,12.1526287753,-0.0040389058794,0,0,279,70.1487556927,0.263134818603,0.00359809681844,100,99.6401903182,53.1567409302,100,100,99.5961094121,92.8431696603
