strategy_id,coin_regime,trades,episodes,mean_profit_ratio,mean_benchmark_return,benchmark_matched_episodes,excess_return,tier,dollar_gain_usd,benchmark_dollar_gain_usd,max_drawdown,episode_excess_lcb,excess_dollar_gain_usd,lcb_grade,profit_factor,worst_trade,liquidation_rate,forced_exit_rate,total_regime_days,sortino,annualized_return,drawdown_since_peak,sortino_pts,drawdown_pts,annualized_return_pts,liquidation_pts,profit_factor_pts,worst_trade_pts,freqforge_score
ADXDM-downtrend,BEAR,101,45,0.0106543928899,-0.061455919348,45,0.0721103122378,VALIDATION,479.447680044,-2765.51637066,0.00562713823475,0.0422866988187,3244.9640507,A,2.9262367184,-0.247585717488,0,0,1429,0.467147444977,0.122462143608,0.123797041164,15.5715814992,80.4811835342,30.615535902,100,73.473387694,75.2414282512,58.4770032382
BB_RPB_TSL_RNG_2-transition,TRANSITION,23,14,-0.00546043779173,-0.0960405098054,14,0.0905800720136,VALIDATION,-76.4461290843,-1344.56713728,0.0900459544428,0.0512418099291,1268.12100819,A,0.867379381759,-0.189052390313,0,0,93,-0.403536596954,-0.300030506621,0.0901900440935,0,90.9809955907,0,100,17.3475876352,81.0947609687,47.5894837581
BB_RTR-sideways,SIDEWAYS,51,29,0.0291382151481,-0.0800375336267,29,0.109175748775,VALIDATION,845.008239296,-2321.08847517,0.00333785891898,0.0450576548546,3166.09671447,A,21.4465271421,-0.00467771583997,0,0,741,105.553505579,0.416232128668,0.0035644437703,100,99.643555623,60.8116064334,100,100,99.532228416,93.9858527124
BB_RTR-transition,TRANSITION,31,19,0.00422669471614,-0.110632084368,19,0.114858779084,VALIDATION,80.3071996066,-2102.009603,0.0634135095674,0.081552526617,2182.3168026,A,1.20417418039,-0.090080769433,0,0,114,0.696372397507,0.257123928565,0.088741903258,23.2124132502,91.1258096742,52.8561964282,100,30.2087090196,90.9919230567,63.633048403
BigTrader-sideways,SIDEWAYS,20,15,0.0336157990538,-0.092301461379,15,0.125917260433,VALIDATION,504.236985808,-1384.52192069,0,0.0222097017585,1888.75890649,A,inf,0.0164835164835,0,0,424,-100,0.434071933537,0,100,100,61.7035966769,100,100,100,94.2555395015
BigTrader-transition,TRANSITION,11,8,0.0366365512051,-0.125876577889,8,0.162513129094,VALIDATION,293.092409641,-1007.01262311,0,0.125120660668,1300.10503275,A,inf,0.0115736618893,0,0,62,-100,1.72546337934,0,100,100,93.6273168967,100,100,100,99.0440975345
Cenderawasih_3_kucoin-sideways,SIDEWAYS,21,16,0.0139795403177,-0.136779431253,16,0.150758971571,VALIDATION,223.672645083,-2188.47090005,0.00248238313202,0.110181440225,2412.14354514,A,4.06016020748,-0.0207002047829,0,0,400,9.06292507766,0.204101288638,0.0207002047829,100,97.9299795217,50.2050644319,100,77.7256007781,97.9299795217,89.5788125752
CryptoFrog_nateema-transition,BULL,2,2,-0.0379881270476,-0.318466100582,2,0.280477973534,EXPLORATORY,-75.9762540951,-636.932201164,0.0867955573838,-0.443393328282,560.955947069,F,0.124652731255,-0.0867955573838,0,0,35,-100,-0.792323792706,0.0867955573838,100,91.3204442616,0,100,2.4930546251,91.3204442616,72.2114609541
CryptoFrog_nateema-transition,TRANSITION,257,61,0.00372773850537,-0.0607709818421,61,0.0644987203475,VALIDATION,227.392048828,-3707.02989237,0.0259580235027,0.0466639394553,3934.4219412,A,1.07519320465,-0.0868281718282,0,0,417,0.338823421291,0.199036205808,0.0868256801061,11.294114043,91.3174319894,49.7590514521,100,23.7596602327,91.3171828172,59.6244285309
CustomStoplossWithPSAR-downtrend,BEAR,19,15,0.143933539094,-0.0662354877056,15,0.2101690268,VALIDATION,2159.00308641,-993.532315584,0.201490819288,-0.07358489141,3152.53540199,F,1.95543375624,-0.201598401598,0,0.263157894737,450,9.77422236979,1.75119139231,0.201598401598,100,49.6003996005,93.7559569615,100,67.7716878118,79.8401598402,81.2246782096
