strategy_id,run_profile,timeframe,coverage_status,coverage_evidence,window_start,window_end_exclusive,required_pairs,complete_pairs,availability_limited_pairs,missing_files,edge_failures,auxiliary_failures,pair_specific_gaps,synchronized_gaps,duplicate_candles,source_fingerprint
ExampleLSTMStrategy,futures_long_short,15m,PASS,policy=1;mode=futures;timeframe=15m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_c889277dd601187b878ad59fa20d28c14b14afa30846ede214f5e9c743ce8229
AlexStrategyFinalV8,futures_long_short,1h,PASS,policy=1;mode=futures;timeframe=1h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_0bd27a27c684552948cd4702cb88387ba9fc68a949dcc0f6034a9cc4e7d957d6
AlexStrategyFinalV8Hyper,futures_long_short,1h,PASS,policy=1;mode=futures;timeframe=1h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_0bd27a27c684552948cd4702cb88387ba9fc68a949dcc0f6034a9cc4e7d957d6
AlexStrategyFinalV9,futures_long_short,1h,PASS,policy=1;mode=futures;timeframe=1h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_0bd27a27c684552948cd4702cb88387ba9fc68a949dcc0f6034a9cc4e7d957d6
AlexStrategyFinalV9Hyper,futures_long_short,1h,PASS,policy=1;mode=futures;timeframe=1h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_0bd27a27c684552948cd4702cb88387ba9fc68a949dcc0f6034a9cc4e7d957d6
FreqaiExampleHybridStrategy,futures_long_short,3m,PASS,policy=1;mode=futures;timeframe=3m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_7ef23f6a54ad87c0b8a43495d850d1a11039008f572bcbe7ddd643e2b2314c59
FreqaiExampleStrategy,futures_long_short,3m,PASS,policy=1;mode=futures;timeframe=3m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_7ef23f6a54ad87c0b8a43495d850d1a11039008f572bcbe7ddd643e2b2314c59
SampleStrategy,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
RegimeFilterStrategy,futures_long_short,1h,PASS,policy=1;mode=futures;timeframe=1h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_0bd27a27c684552948cd4702cb88387ba9fc68a949dcc0f6034a9cc4e7d957d6
AdvancedRiskFilterStrategy,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
SimpleRiskFilterStrategy,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
MacdStrategy,spot_long,1d,PASS,policy=1;mode=spot;timeframe=1d;complete=8/8;availability_limited=1;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,0,0,sha256_e606ca78497360fc0ec1042bb6ffe7a553818da8fe41f9ff04e1b6ca510a956a
MyStrategyTemplate,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
SmaRsiStrategy,spot_long,1d,PASS,policy=1;mode=spot;timeframe=1d;complete=8/8;availability_limited=1;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,0,0,sha256_e606ca78497360fc0ec1042bb6ffe7a553818da8fe41f9ff04e1b6ca510a956a
ASDTSRockwellTrading,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
BBRSI,spot_long,1h,PASS,policy=1;mode=spot;timeframe=1h;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_ca7ff1931fd6c56a6b8207860a55741af9c20bb55de36000b62730174c4f2937
BigZ04_TSL4,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
BinHV45,spot_long,1m,PASS,policy=1;mode=spot;timeframe=1m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_abb17c3c2a1a410057e1351508eeebdd41b095e316f737ad57de215036a3c3e3
Combined_NFIv7_SMA,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Dimond,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
ElliotV7,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Elliotv8,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
ElliotV8_original_ichiv3,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Inverse,spot_long,1h,PASS,policy=1;mode=spot;timeframe=1h;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_ca7ff1931fd6c56a6b8207860a55741af9c20bb55de36000b62730174c4f2937
InverseV2,spot_long,1h,PASS,policy=1;mode=spot;timeframe=1h;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_ca7ff1931fd6c56a6b8207860a55741af9c20bb55de36000b62730174c4f2937
MacheteV8b,spot_long,15m,PASS,policy=1;mode=spot;timeframe=15m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_59786b266b1661ca08381b938b2ca9cb3b6f40aac0325e00be1faef371623b6e
MultiMA_TSL,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
MultiOffsetLamboV0,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NASOSv4,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Nostalgia,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NostalgiaForInfinityNext,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NostalgiaForInfinityV5MultiOffsetAndHO,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffSetStrategy_V2,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffsetStrategyHOv3,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffsetStrategyLite,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffsetStrategyModHO,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffsetStrategy_uzi,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
NotAnotherSMAOffsetStrategy_uzi3,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Obelisk_Ichimoku_ZEMA_v1,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
RalliV1,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
RaposaDivergenceV1,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
SMAOG,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
SMAOffsetProtectOptV1,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
Macd,spot_long,1h,PASS,policy=1;mode=spot;timeframe=1h;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_ca7ff1931fd6c56a6b8207860a55741af9c20bb55de36000b62730174c4f2937
AdaptiveRenkoStrategy,futures_long_short,3m,PASS,policy=1;mode=futures;timeframe=3m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_7ef23f6a54ad87c0b8a43495d850d1a11039008f572bcbe7ddd643e2b2314c59
NotAnotherSMAOffsetStrategy,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
AdaptiveRegime,futures_long_short,1d,PASS,policy=1;mode=futures;timeframe=1d;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_181358fef288c7d1a090417c2298907839fac4d851f7a0e9971bb6d5f3a67aa7
HighFreqDemo,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
TrendBreakout,spot_long,1d,PASS,policy=1;mode=spot;timeframe=1d;complete=8/8;availability_limited=1;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,0,0,sha256_e606ca78497360fc0ec1042bb6ffe7a553818da8fe41f9ff04e1b6ca510a956a
TrendFutures,futures_long_short,1d,PASS,policy=1;mode=futures;timeframe=1d;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_181358fef288c7d1a090417c2298907839fac4d851f7a0e9971bb6d5f3a67aa7
TestStrategyNoImplements,unknown,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
TestStrategyLegacyV1,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
freqai_rl_test_strat,spot_long,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
freqai_test_classifier,spot_long,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
freqai_test_multimodel_classifier_strat,spot_long,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
freqai_test_multimodel_strat,spot_long,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
freqai_test_strat,spot_long,,PENDING,unsupported_or_unknown_profile,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,0,0,,,,,,,,
InformativeDecoratorTest,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
strategy_test_v3_with_lookahead_bias,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
StrategyTestV2,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
StrategyTestV3,futures_long,5m,PASS,policy=1;mode=futures;timeframe=5m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_f4345083dd3c4a28437d93e44abf69a91baea665637b1cc7cd7298670d486f4a
strategy_test_v3_recursive_issue,spot_long,5m,PASS,policy=1;mode=spot;timeframe=5m;complete=8/8;availability_limited=1;sync_gaps=13;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,XMR/USDT,,,,0,13,0,sha256_e8d28cd87065e2c4fddc76d0370ed6ddf67047ffb0a8bbd02f4139488617d93b
DMIPRICEDCAStrategyFuture,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV2Both,futures_long_short,4h,PASS,policy=1;mode=futures;timeframe=4h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_972f9370fb5ba6b01db80252a3254845a7f6ded9f4049506bc5354f66d48d49e
GRIDDMIPRICEStrategyFutureV2Long,futures_long_short,4h,PASS,policy=1;mode=futures;timeframe=4h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_972f9370fb5ba6b01db80252a3254845a7f6ded9f4049506bc5354f66d48d49e
GRIDDMIPRICEStrategyFutureV2Short,futures_long_short,4h,PASS,policy=1;mode=futures;timeframe=4h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_972f9370fb5ba6b01db80252a3254845a7f6ded9f4049506bc5354f66d48d49e
GRIDDMIPRICEStrategyFuture,futures_long_short,5m,PASS,policy=1;mode=futures;timeframe=5m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_f4345083dd3c4a28437d93e44abf69a91baea665637b1cc7cd7298670d486f4a
GRIDDMIPRICEStrategyFutureV5Long,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV5Short,futures_long_short,4h,PASS,policy=1;mode=futures;timeframe=4h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_972f9370fb5ba6b01db80252a3254845a7f6ded9f4049506bc5354f66d48d49e
GRIDDMIPRICEStrategyFutureV2,futures_long_short,4h,PASS,policy=1;mode=futures;timeframe=4h;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_972f9370fb5ba6b01db80252a3254845a7f6ded9f4049506bc5354f66d48d49e
GRIDDMIPRICEStrategyFutureV3,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV4,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV5,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV6,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategyFutureV7,futures_long_short,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
GRIDDMIPRICEStrategySpot,futures_long,1m,PASS,policy=1;mode=futures;timeframe=1m;complete=8/8;availability_limited=0;sync_gaps=0;pair_gaps=0;aux_failures=0;duplicates=0,2020-03-01T00:00:00Z,2026-08-21T00:00:00Z,8,8,,,,,0,0,0,sha256_b70b84c542db073ec26c218e7e373c64b8770a6e2db6d6001d5da64be8392707
